Job_Title,Job_Company,Job_Location,Job_Salary,Job_Description,Job_Email,Job_PostedDate,Job_Link
Data Center Operations Engineer,G-Research,"Sterling, VA",$83K - $132K (Glassdoor est.),"Do you want to tackle the biggest questions in finance with near infinite compute power at your fingertips?
G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded.
The Role
The Data Center Team manages a global estate of data centers with multiple megawatts of capacity. It’s a fast-paced environment with rapid growth, providing an excellent opportunity for candidates wanting to work with the latest technology and infrastructure.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-center-operations-engineer-g-research-JV_IC1130411_KO0,31_KE32,42.htm?jl=1009322033262"
Analytic Data Engineer – Databricks,enGen,Pennsylvania,$58K - $107K (Employer est.),"Company :
enGen
Job Description :
JOB SUMMARY
This role within the 'Data Engineering & Self-Service Products' team involves architecting and engineering analytic data solutions, including designing and developing data marts in Databricks using PySpark or Spark SQL, building interactive Power BI dashboards to visualize KPIs and trends, and creating pathways for analysts to access operational, derived, and external data sets. The ideal candidate will have experience working with healthcare data in an analytical, reporting, or data engineering capacity and will be responsible for the operation of data platforms associated with analytic data discovery.


Bachelor's Degree in Computer Systems Analysis, Data Processing, Healthcare Informatics, Management Information Systems, or related field or relevant experience and/or education as determined by the company in lieu of bachelor's degree.

$57,700.00
$106,700.00
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/analytic-data-engineer-databricks-engen-JV_KO0,33_KE34,39.htm?jl=1009342604222"
Databricks Data Engineer,Unify Consulting,"Seattle, WA",$150K - $180K (Employer est.),"We’re not like others, and neither are you. Unify Consulting is a collective of genuine, curious, seasoned consultants who unlock potential and deliver with purpose and excellence. We unify daring leaders to better the world and are always seeking co-creators, community-builders and truth-tellers who strive to multiply our positive impact.

We are currently seeking a Data Engineer to join our team. This person will be responsible for designing and implementing data solutions that drive value for our clients. The successful candidate will work closely with cross-functional teams to define data strategies, architect data systems, and ensure the integrity, security, and optimal performance of data assets. The Data Engineer’s expertise in data modeling, database design, and data management will be essential in helping our clients unlock the full potential of their data, enabling better decision-making and strategic insights.



Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/databricks-data-engineer-unify-consulting-JV_IC1150505_KO0,24_KE25,41.htm?jl=1009279868112"
Sr. Data Engineer,YETI,"Austin, TX",$99K - $133K (Glassdoor est.),"At YETI, we believe that time spent outdoors matters more than ever and our gear can make that time extraordinary. When you work here, you’ll have the opportunity to create exceptional, meaningful work and problem solve with innovative team members by your side. Together, you’ll help our customers get the high-quality gear they need to make the most of their adventures. We are BUILT FOR THE WILD™.
The Data Engineer will be part of a team that designs and develops YETI’s enterprise Data Warehouse and Analytical systems. This position offers an extremely rare and unique opportunity to join a team that acts as a center of excellence for several analytic teams throughout YETI. This position offers an extremely rare and unique opportunity to join a highly profitable, fast-growing business.
Responsibilities:


Show more",N/A,21d,"https://www.glassdoor.com/job-listing/sr-data-engineer-yeti-JV_IC1139761_KO0,16_KE17,21.htm?jl=1009412611431"
Risk Data Engineer,Concora Credit Inc.,"Beaverton, OR",$86K - $116K (Glassdoor est.),"Overview:
Join the nation’s leader in second-look finance servicing as our Risk Data Engineer!

The impact you’ll have at Concora Credit:
As a Data Engineer, your primary role will be to build and optimize foundational data marts, which will support reporting and analysis across different areas in the organization. This will include building data pipeline architecture, data flows, data transformations and clear documentation. At Concora Credit, you’ll join our Analytics Engineering team and partner with data owners and users to build, problem-solve and optimize key data structures. We are transitioning our data warehouse and analytics to Azure cloud and databricks analytics platform. Join us in this adventure!

Responsibilities:
Qualifications:


Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/risk-data-engineer-concora-credit-inc-JV_IC1151576_KO0,18_KE19,37.htm?jl=1009309803062"
Senior Data Engineer,Wounded Warrior Project,"Jacksonville, FL",$90K - $134K (Employer est.),"Great benefits. Competitive pay. We know these are some of the things people look for in a job.

If you’re the kind of person who believes that honoring and empowering our nation’s veterans is more than just a cause — that it’s a calling — then we’re ready to meet you.
When you join Wounded Warrior Project® (WWP), you’re committing to making a difference. We make a commitment to you, too – helping you to find that spark, ignite your passion to serve, and embark on a career with meaning and purpose.

At WWP™, we recognize our mission cannot be accomplished without our talented teammates, which is why we’re proud to offer benefits such as:
The Wounded Warrior Project (WWP) Senior Data Engineer is a member of the Web, Data, and Analytics team responsible for data engineering and programming to build systems that collect, manage, and convert raw data into usable information for business analysts. The role is crucial in identifying, designing, and implementing internal process improvements to enhance scalability, optimize data delivery, and automate manual processes.



Show more",N/A,18d,"https://www.glassdoor.com/job-listing/senior-data-engineer-wounded-warrior-project-JV_IC1154093_KO0,20_KE21,44.htm?jl=1009417899361"
Senior Data Engineer,"Amyris, Inc.","Emeryville, CA",$141K - $207K (Employer est.),"Amyris has developed an industry-leading platform for designing and building synthetic organisms. Our technology is being used today to make clean beauty products, bio-based renewable chemicals, and even vaccine ingredients. The Data Engineering team at Amyris supports a suite of custom applications using various state of the art data technologies that make this cutting-edge science possible. Being on the Data Engineering team is all about learning and sharing experiences using the technologies that will make the difference for the company.

The Senior Data Engineer will be primarily responsible for working with the Data team to participate in achieving the vision of the Data framework. The ideal candidate will come in with knowledge in multiple cloud and database technologies to hit the ground running from a technology perspective. This role would be working on architecture design, engineering, security, resiliency for all the Data environments we have at Amyris. The Senior Data Engineer will help develop governance around API’s and API management keeping in mind the HA\DR needs while also understanding the needs of the company and satisfying various stakeholders. The team uses a wide range of technologies and frameworks, always applying the best tool for the job at hand making this a fantastic opportunity for you to expand your existing skill set.


Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-data-engineer-amyris-inc-JV_IC1147352_KO0,20_KE21,31.htm?jl=1009351039793"
Senior/Lead C++ Engineer - Market Data,Chicago Trading Company (CTC),"Chicago, IL",$250K - $260K (Employer est.),"CTC is a cutting-edge proprietary trading firm with a long-term vision and a clear focus on helping the world price and manage risk. Our fun and trusting culture inspires us to solve the industry’s most challenging problems and take calculated risks in a collaborative environment.
We strive to be the most innovative firm in the industry today, tomorrow, and long into the future while upholding ethical excellence. We believe that CTC makes a positive impact on the markets, the lives of our employees, and all the communities to which we belong. Started in 1995 by a team of forward-thinking Traders, we are proud to call ourselves an industry leader that keeps making markets and each other better.
CTC is looking for an individual to help build out our next generation market data stack. Come join us and be involved in mission-critical initiatives that have a direct and meaningful impact on the firm’s daily performance. Our team is fast-paced and dynamic, where team members can quickly see the results of their effort, and their impact on our business.

Show more",N/A,22d,"https://www.glassdoor.com/job-listing/senior-lead-c-engineer-market-data-chicago-trading-company-ctc-JV_IC1128808_KO0,34_KE35,62.htm?jl=1009411643234"
Data Engineer,"PeopleTec, Inc.","Huntsville, AL",$87K - $127K (Glassdoor est.),"Responsibilities:
PeopleTec is currently seeking a Data Engineer to support our Huntsville, AL location.

Duties:
Responsible for carrying out engineering tasks to deliver an advanced visual analytic application to include: developing data analytics for desktop and web-developed visual analytic software; facilitating the bulk analysis of relational information utilizing advanced graphics, visualization, and high-performance computing, as well as using the specified open source, COTS, and GOTS technologies; and establishing an application that produces manageable, actionable intelligence from streams of a structured and semi-structured data.
Qualifications:

Overview:







Show more",N/A,6d,"https://www.glassdoor.com/job-listing/data-engineer-peopletec-inc-JV_IC1127653_KO0,13_KE14,27.htm?jl=1009434900635"
Senior Data Analyst Engineer,"PeopleTec, Inc.","Huntsville, AL",$100K - $135K (Glassdoor est.),"Responsibilities:
PeopleTec is pursuing the Missile Defense Agency Information Management and Software Services (AIMSS) competitive effort, formerly known as the Missile Defense Data Center (MDDC) Program. Our mission is to design and implement a Missile Defense System with multiple layers of protection. As proud employee owners, we’re committed to delivering excellence and innovation in everything we do. Please submit your resume if you are interested in this opportunity and live in the Huntsville or Colorado Springs area—or are considering joining PeopleTec. We’re excited to work together!



Qualifications:
Overview:







Show more",N/A,15d,"https://www.glassdoor.com/job-listing/senior-data-analyst-engineer-peopletec-inc-JV_IC1127653_KO0,28_KE29,42.htm?jl=1009420838425"
Staff Data Engineer,Fluence Energy,"Houston, TX",$130K - $194K (Glassdoor est.),"This position will be supporting the Fluence Mosaic team. Fluence Mosaic team’s software technology uses artificial intelligence, advanced price forecasting, portfolio optimization and market bidding to ensure energy storage and flexible generation assets are responding optimally to price signals sent by the market.
You will be an integral member of the Fluence Mosaic team, maturing, developing, and maintaining a data ingestion and storage platform which serves our trading, forecasting, reporting, and analytical applications.
The position will be based in Fluence’s Houston office, with close interaction with a global team of data scientists, product managers, and subject matter experts to shape the evolution of our company and the future of the electricity grid.
What does a Staff Data Engineer do at Fluence?

Show more",N/A,20d,"https://www.glassdoor.com/job-listing/staff-data-engineer-fluence-energy-JV_IC1140171_KO0,19_KE20,34.htm?jl=1009415215085"
Data Connections Engineer,Bigbear.ai,"Arlington, VA",$87K - $129K (Glassdoor est.),"Overview:
BigBear.ai is seeking a Data Connections Engineer, software or data engineer to support our DOD program in the Washington DC metro area. This position will work Hybrid/Remote 2-3 days on site per week in an office located in the National Capital Region (Crystal City, VA). This position requires an active TS clearance.
This is an ideal opportunity to be part of one of the fastest growing AI/ML companies in the industry. At BigBear.ai, we're in this business together. We own it, we make it thrive, and we enjoy the challenges of our work. We know that our employees play the largest role in our continual success. That is why we foster an environment of growth and development, with an emphasis on opportunity, recognition, and work-life balance. We give the same high level of commitment to our employees that we give to our clients. If BigBear.ai sounds like the place where you want to be, we'd enjoy speaking with you.
What you will do:
What you need to have:

What we'd like you to have:
About BigBear.ai:
Show more",N/A,11d,"https://www.glassdoor.com/job-listing/data-connections-engineer-bigbear-ai-JV_IC1130337_KO0,25_KE26,36.htm?jl=1009427134759"
Data Warehouse Engineer,Life.Church,"Edmond, OK",$62K - $101K (Glassdoor est.),"Do you love the Bible and also enjoy writing code and processing data? This role may be for you!

The YouVersion Data Warehouse Engineer role will be responsible for providing data engineering support and delivery across all product lanes. This position will require expertise in areas of data engineering, architecture, governance, quality, and testing. This individual will need to understand the big picture of all things YouVersion data, yet be able to design and deliver at the detailed technical level.

This role is critical in increasing engagement and growth through the Bible App globally. The Data Warehouse Engineer will work tightly with the Data Analytics team, Software Engineering team, and Product teams. This role is responsible for defining and delivering quality data that is used to know our users more closely so our team can fulfill the YouVersion mission, “to encourage and challenge people to seek intimacy with God daily”!





Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-warehouse-engineer-life-church-JV_IC1136930_KO0,23_KE24,35.htm?jl=1009332059553"
IT Data Engineer,Sound,"Tukwila, WA",$90K - $120K (Employer est.),"Overview:
Sound is growing and we are hiring an IT Data Engineer! Sound is one of King County’s most comprehensive providers of quality mental health and addiction treatment services, supporting our area’s most vulnerable populations. A central tenet of our work is Reaching Recovery, an evidence-based clinical care model.

The IT Data Engineer performs ongoing activities to maintain, enhance and optimize data systems infrastructure technologies utilized by the organization. The Engineer serves as a data centric technical resource for ETL processes, API evaluation and implementation, data flow design, management and optimization.
Responsibilities:
Qualifications:




Perks at Sound!:






Show more",N/A,22d,"https://www.glassdoor.com/job-listing/it-data-engineer-sound-JV_IC1164776_KO0,16_KE17,22.htm?jl=1009411846135"
Data Engineer/Operations,Bigbear.ai,"Arlington, VA",$87K - $135K (Glassdoor est.),"Overview:
BigBear.ai is seeking a Data Engineer to support Operations and Maintenance activities that involve developing and designing database models, stored procedures to support web application solutions, and developing and monitoring ETL solutions, to include job-flows.
Onsite 5 days a week in Arlington, VA
What you will do:
Identify and integrate data from multiple sources in batch processing (using scripts) using ETL Tools.
Provide ongoing Operations and Maintenance support and troubleshoot any issues related to data, ETL code and job-flows, or PL/SQL code. Monitor day-to-day ETL jobs and take corrective actions in case of failure.
What you need to have:
What we'd like you to have:
About BigBear.ai:
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-engineer-operations-bigbear-ai-JV_IC1130337_KO0,24_KE25,35.htm?jl=1009395430060"
Lead Data Engineer,Hanna Andersson,"Portland, OR",$120K - $170K (Employer est.),"We are the champions of childhood
Hanna Andersson is a Portland, Oregon-based premier kids and baby clothing brand. Our clothes are made to play, made to last, and designed to let kids be kids. We have core commitments to design, quality, and sustainability, and we believe in helping families create meaningful everyday moments. These principles guide the Hanna Way, and lead to an experience authentically different from other children’s brands.

We cultivate our unique brand by hiring team members who believe in these values, own a customer service mindset, and who are innovative, results-oriented, and comfortable working in a collaborative and growth-driven work environment. We all share in our brand’s success, and we actively encourage our team members to maintain a healthy balance in their daily lives.




Show more",N/A,4d,"https://www.glassdoor.com/job-listing/lead-data-engineer-hanna-andersson-JV_IC1151614_KO0,18_KE19,34.htm?jl=1009437676624"
Lead Data Engineer,Chatham Financial,"Charlotte, NC",$121K - $155K (Glassdoor est.),"Overview:
We don't simply hire employees. We invest in them. When you work at Chatham, we empower you — offering professional development opportunities to help you grow in your career, no matter if you've been here for five months or 15 years. Chatham has worked hard to create a distinct work environment that values people, teamwork, integrity, and client service. You will have immediate opportunities to partner with talented subject matter experts, work on complex projects, and contribute to the value Chatham delivers every day.

As the Team Lead, Data Engineering, you will be leading Chatham's data platform evolution. You will create strategies and lead the creation of Data Lake and Data Warehouse platforms along with the ETL processes that feed these new systems. You will lead implementation and oversee a team that will enable Chatham to create new insights for our customers as their data volumes continue to grow. This role will partner with our engineering leads and solutions architects to enable the creation of new analytical processing and customer dashboard and will partner with our Head of Data Governance to ensure that our solutions always consider the sanctity of customer data. We pride ourselves on exciting our clients with our SaaS based products built for: corporations, global real estate firms, financial Institutions, and private equity advisors. We are a global team that thrives on collaboration, fostering relationships, and providing our employees with equal opportunities for growth and professional advancements.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/lead-data-engineer-chatham-financial-JV_IC1138644_KO0,18_KE19,36.htm?jl=1009395202690"
Senior Data Engineer,Clearlink,"Draper, UT",$108K - $143K (Glassdoor est.),"NOTICE OF JOB OPPORTUNITY

COMPANY: Clear Link Technologies, LLC
LOCATION: 42 Future Way, Draper, Utah 84020
TITLE: Senior Data Engineer
HOURS: Monday to Friday, 8:00 am to 5:00 pm

DUTIES: This position is responsible for developing software solutions that support the Data Platform, Analytics and Digital Transformation initiatives at Clearlink through a multi-disciplinary approach including elements of Software Development, applied Data Science and Big Data.



Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-data-engineer-clearlink-JV_IC1128274_KO0,20_KE21,30.htm?jl=1009402226033"
